rank,classLabel,length,support,antSupport,confidence,lift,hm,chiSquare,weight,antecedent
78,2,4,6,6,1.0000,6.4483,0.3429,33.77,1.0000,2 29 54 100
79,2,4,6,6,1.0000,6.4483,0.3429,33.77,1.0000,29 37 54 58
80,2,3,5,5,1.0000,6.4483,0.2941,27.99,1.0000,33 54 57
81,2,4,5,5,1.0000,6.4483,0.2941,27.99,1.0000,2 33 54 57
82,2,4,5,5,1.0000,6.4483,0.2941,27.99,1.0000,25 33 54 57
83,2,4,5,5,1.0000,6.4483,0.2941,27.99,1.0000,27 33 54 57
84,2,4,4,4,1.0000,6.4483,0.2424,22.27,1.0000,2 29 34 51
85,2,4,4,4,1.0000,6.4483,0.2424,22.27,1.0000,2 29 34 54
86,2,4,4,4,1.0000,6.4483,0.2424,22.27,1.0000,29 34 51 58
87,2,4,4,4,1.0000,6.4483,0.2424,22.27,1.0000,29 34 54 58
88,2,4,4,4,1.0000,6.4483,0.2424,22.27,1.0000,29 79 89 100
89,2,2,3,3,1.0000,6.4483,0.1875,16.61,1.0000,1 20
90,2,2,3,3,1.0000,6.4483,0.1875,16.61,1.0000,4 54
91,2,2,3,3,1.0000,6.4483,0.1875,16.61,1.0000,20 30
92,2,2,3,3,1.0000,6.4483,0.1875,16.61,1.0000,20 34
93,2,2,3,3,1.0000,6.4483,0.1875,16.61,1.0000,36 70
94,2,2,3,3,1.0000,6.4483,0.1875,16.61,1.0000,36 99
95,2,3,3,3,1.0000,6.4483,0.1875,16.61,1.0000,1 20 25
96,2,3,3,3,1.0000,6.4483,0.1875,16.61,1.0000,2 4 54
97,2,3,3,3,1.0000,6.4483,0.1875,16.61,1.0000,2 36 65
98,2,3,3,3,1.0000,6.4483,0.1875,16.61,1.0000,2 36 70
99,2,3,3,3,1.0000,6.4483,0.1875,16.61,1.0000,4 25 54
100,2,3,3,3,1.0000,6.4483,0.1875,16.61,1.0000,4 27 47
101,2,4,3,3,1.0000,6.4483,0.1875,16.61,1.0000,29 62 89 100
102,2,1,2,2,1.0000,6.4483,0.1290,11.01,1.0000,42
103,2,2,2,2,1.0000,6.4483,0.1290,11.01,1.0000,2 8
104,2,2,2,2,1.0000,6.4483,0.1290,11.01,1.0000,2 42
105,2,2,2,2,1.0000,6.4483,0.1290,11.01,1.0000,2 83
106,2,2,2,2,1.0000,6.4483,0.1290,11.01,1.0000,21 29
107,2,2,2,2,1.0000,6.4483,0.1290,11.01,1.0000,21 33
108,2,2,2,2,1.0000,6.4483,0.1290,11.01,1.0000,21 44
109,1,4,16,16,1.0000,3.8163,0.4923,49.28,1.0000,33 44 53 78
110,1,4,15,15,1.0000,3.8163,0.4687,45.93,1.0000,33 44 53 88
111,1,3,13,13,1.0000,3.8163,0.4194,39.35,1.0000,30 61 92
112,1,4,13,13,1.0000,3.8163,0.4194,39.35,1.0000,2 34 49 100
113,1,4,13,13,1.0000,3.8163,0.4194,39.35,1.0000,2 34 61 100
114,1,4,13,13,1.0000,3.8163,0.4194,39.35,1.0000,25 30 61 92
115,1,4,13,13,1.0000,3.8163,0.4194,39.35,1.0000,27 30 61 92
116,1,4,13,13,1.0000,3.8163,0.4194,39.35,1.0000,30 38 61 92
117,1,4,13,13,1.0000,3.8163,0.4194,39.35,1.0000,33 53 65 81
118,1,4,13,13,1.0000,3.8163,0.4194,39.35,1.0000,33 53 78 81
119,1,4,13,13,1.0000,3.8163,0.4194,39.35,1.0000,33 53 81 88
120,1,4,13,13,1.0000,3.8163,0.4194,39.35,1.0000,44 53 57 61
121,1,4,13,13,1.0000,3.8163,0.4194,39.35,1.0000,44 53 57 78
122,1,4,13,13,1.0000,3.8163,0.4194,39.35,1.0000,44 53 57 88
123,1,4,13,13,1.0000,3.8163,0.4194,39.35,1.0000,44 53 57 99
124,1,3,12,12,1.0000,3.8163,0.3934,36.11,1.0000,34 44 92
125,1,3,12,12,1.0000,3.8163,0.3934,36.11,1.0000,34 53 92
126,1,4,12,12,1.0000,3.8163,0.3934,36.11,1.0000,33 53 81 92
127,1,4,11,11,1.0000,3.8163,0.3667,32.92,1.0000,33 53 58 78
128,1,4,10,10,1.0000,3.8163,0.3390,29.75,1.0000,29 33 58 78
129,1,3,8,8,1.0000,3.8163,0.2807,23.54,1.0000,30 57 81
130,1,3,8,8,1.0000,3.8163,0.2807,23.54,1.0000,30 57 97
131,1,3,8,8,1.0000,3.8163,0.2807,23.54,1.0000,30 57 100
132,1,4,8,8,1.0000,3.8163,0.2807,23.54,1.0000,2 30 57 81
133,1,4,8,8,1.0000,3.8163,0.2807,23.54,1.0000,33 44 58 78
134,1,3,7,7,1.0000,3.8163,0.2500,20.48,1.0000,34 57 81
135,1,3,7,7,1.0000,3.8163,0.2500,20.48,1.0000,34 57 97
136,1,4,7,7,1.0000,3.8163,0.2500,20.48,1.0000,1 29 65 81
137,1,4,7,7,1.0000,3.8163,0.2500,20.48,1.0000,1 29 81 88
138,1,2,6,6,1.0000,3.8163,0.2182,17.46,1.0000,78 94
139,1,3,6,6,1.0000,3.8163,0.2182,17.46,1.0000,2 78 94
140,1,3,6,6,1.0000,3.8163,0.2182,17.46,1.0000,22 49 53
141,1,3,6,6,1.0000,3.8163,0.2182,17.46,1.0000,22 53 58
142,1,3,5,5,1.0000,3.8163,0.1852,14.47,1.0000,11 29 38
143,1,3,5,5,1.0000,3.8163,0.1852,14.47,1.0000,11 29 58
144,1,3,5,5,1.0000,3.8163,0.1852,14.47,1.0000,11 29 65
145,1,3,5,5,1.0000,3.8163,0.1852,14.47,1.0000,11 29 70
146,1,4,5,5,1.0000,3.8163,0.1852,14.47,1.0000,2 38 88 94
147,1,4,5,5,1.0000,3.8163,0.1852,14.47,1.0000,2 38 88 96
148,1,4,5,5,1.0000,3.8163,0.1852,14.47,1.0000,25 28 38 88
149,1,4,5,5,1.0000,3.8163,0.1852,14.47,1.0000,28 38 88 94
150,1,2,3,3,1.0000,3.8163,0.1154,8.59,1.0000,4 48
151,1,2,3,3,1.0000,3.8163,0.1154,8.59,1.0000,4 52
152,1,2,3,3,1.0000,3.8163,0.1154,8.59,1.0000,38 52
153,1,3,3,3,1.0000,3.8163,0.1154,8.59,1.0000,2 4 48
154,1,4,2,2,1.0000,3.8163,0.0784,5.69,1.0000,2 25 28 48
155,1,4,2,2,1.0000,3.8163,0.0784,5.69,1.0000,2 28 48 58
156,1,4,2,2,1.0000,3.8163,0.0784,5.69,1.0000,2 28 48 65
157,1,4,2,2,1.0000,3.8163,0.0784,5.69,1.0000,2 28 48 80
158,3,3,25,25,1.0000,3.0656,0.5814,59.61,1.0000,1 30 45
159,3,4,25,25,1.0000,3.0656,0.5814,59.61,1.0000,1 30 40 45
160,3,4,25,25,1.0000,3.0656,0.5814,59.61,1.0000,1 30 45 70
161,3,4,25,25,1.0000,3.0656,0.5814,59.61,1.0000,1 30 45 90
162,3,3,23,23,1.0000,3.0656,0.5476,54.17,1.0000,45 54 58
163,3,4,23,23,1.0000,3.0656,0.5476,54.17,1.0000,40 45 54 58
164,3,4,23,23,1.0000,3.0656,0.5476,54.17,1.0000,45 54 58 70
165,3,4,23,23,1.0000,3.0656,0.5476,54.17,1.0000,45 54 58 90
166,3,3,15,15,1.0000,3.0656,0.3947,33.69,1.0000,30 81 93
167,3,4,15,15,1.0000,3.0656,0.3947,33.69,1.0000,25 30 81 93
168,3,4,15,15,1.0000,3.0656,0.3947,33.69,1.0000,27 30 81 93
169,3,4,15,15,1.0000,3.0656,0.3947,33.69,1.0000,30 40 81 93
170,3,4,13,13,1.0000,3.0656,0.3514,28.86,1.0000,2 30 37 70
171,3,4,11,11,1.0000,3.0656,0.3056,24.14,1.0000,2 30 48 70
172,3,4,11,11,1.0000,3.0656,0.3056,24.14,1.0000,2 30 55 70
173,3,4,10,10,1.0000,3.0656,0.2817,21.82,1.0000,2 30 97 101
174,3,1,9,9,1.0000,3.0656,0.2571,19.53,1.0000,16
175,3,4,9,9,1.0000,3.0656,0.2571,19.53,1.0000,2 30 70 98
176,3,3,8,8,1.0000,3.0656,0.2319,17.26,1.0000,2 26 101
177,3,3,8,8,1.0000,3.0656,0.2319,17.26,1.0000,2 86 101
178,3,4,8,8,1.0000,3.0656,0.2319,17.26,1.0000,2 26 40 101
179,3,4,8,8,1.0000,3.0656,0.2319,17.26,1.0000,2 26 62 101
180,3,4,8,8,1.0000,3.0656,0.2319,17.26,1.0000,2 34 48 70
181,3,2,7,7,1.0000,3.0656,0.2059,15.02,1.0000,55 97
182,3,3,7,7,1.0000,3.0656,0.2059,15.02,1.0000,2 55 97
183,3,4,7,7,1.0000,3.0656,0.2059,15.02,1.0000,35 51 58 62
184,3,4,7,7,1.0000,3.0656,0.2059,15.02,1.0000,35 51 58 79
185,3,4,7,7,1.0000,3.0656,0.2059,15.02,1.0000,35 51 58 89
186,3,4,6,6,1.0000,3.0656,0.1791,12.80,1.0000,35 51 54 58
187,3,2,5,5,1.0000,3.0656,0.1515,10.61,1.0000,15 54
188,3,3,5,5,1.0000,3.0656,0.1515,10.61,1.0000,15 25 54
189,3,3,5,5,1.0000,3.0656,0.1515,10.61,1.0000,15 27 54
190,3,3,5,5,1.0000,3.0656,0.1515,10.61,1.0000,15 30 54
191,3,3,5,5,1.0000,3.0656,0.1515,10.61,1.0000,30 37 51
192,3,4,5,5,1.0000,3.0656,0.1515,10.61,1.0000,2 30 37 51
193,3,4,5,5,1.0000,3.0656,0.1515,10.61,1.0000,27 30 37 51
194,3,4,5,5,1.0000,3.0656,0.1515,10.61,1.0000,30 34 37 51
195,3,3,4,4,1.0000,3.0656,0.1231,8.44,1.0000,47 55 58
196,3,3,4,4,1.0000,3.0656,0.1231,8.44,1.0000,47 55 65
197,3,4,4,4,1.0000,3.0656,0.1231,8.44,1.0000,2 47 55 58
198,3,4,4,4,1.0000,3.0656,0.1231,8.44,1.0000,2 47 55 65
199,3,1,3,3,1.0000,3.0656,0.0938,6.30,1.0000,10
200,3,2,3,3,1.0000,3.0656,0.0938,6.30,1.0000,2 10
201,3,2,3,3,1.0000,3.0656,0.0938,6.30,1.0000,10 25
202,3,2,3,3,1.0000,3.0656,0.0938,6.30,1.0000,10 27
203,3,4,3,3,1.0000,3.0656,0.0938,6.30,1.0000,1 26 58 79
204,3,4,3,3,1.0000,3.0656,0.0938,6.30,1.0000,1 26 58 89
205,3,4,3,3,1.0000,3.0656,0.0938,6.30,1.0000,1 58 79 86
206,3,4,3,3,1.0000,3.0656,0.0938,6.30,1.0000,1 58 86 89
207,3,3,2,2,1.0000,3.0656,0.0635,4.18,1.0000,29 34 48
208,3,3,2,2,1.0000,3.0656,0.0635,4.18,1.0000,29 34 52
209,3,3,2,2,1.0000,3.0656,0.0635,4.18,1.0000,29 34 55
210,3,3,2,2,1.0000,3.0656,0.0635,4.18,1.0000,29 52 65
211,1,3,6,8,0.7500,2.8622,0.2105,10.29,0.4372,15 27 29
212,1,4,6,8,0.7500,2.8622,0.2105,10.29,0.4372,2 15 27 29
213,1,4,6,8,0.7500,2.8622,0.2105,10.29,0.4372,15 27 29 40
214,1,4,6,8,0.7500,2.8622,0.2105,10.29,0.4372,15 27 29 90
215,3,2,10,11,0.9091,2.7869,0.2778,18.07,0.7484,2 60
216,3,3,10,11,0.9091,2.7869,0.2778,18.07,0.7484,2 30 60
217,3,3,10,11,0.9091,2.7869,0.2778,18.07,0.7484,2 37 60
218,3,3,10,11,0.9091,2.7869,0.2778,18.07,0.7484,2 40 60
219,3,4,15,17,0.8824,2.7049,0.3846,26.32,0.6813,2 30 34 37
220,3,4,14,16,0.8750,2.6824,0.3636,23.98,0.6634,2 34 37 48
221,3,3,7,8,0.8750,2.6824,0.2029,11.45,0.6634,2 34 71
222,3,4,7,8,0.8750,2.6824,0.2029,11.45,0.6634,2 25 34 71
223,1,2,17,27,0.6296,2.4029,0.4474,22.05,0.2481,40 57
224,1,3,17,27,0.6296,2.4029,0.4474,22.05,0.2481,25 40 57
225,1,3,17,27,0.6296,2.4029,0.4474,22.05,0.2481,40 57 90
226,1,3,17,27,0.6296,2.4029,0.4474,22.05,0.2481,40 57 91
227,1,4,5,9,0.5556,2.1202,0.1724,4.21,0.1582,2 52 55 58
228,1,3,19,38,0.5000,1.9082,0.4368,13.97,0.1040,27 29 58
229,1,4,19,38,0.5000,1.9082,0.4368,13.97,0.1040,27 29 40 58
230,1,4,19,38,0.5000,1.9082,0.4368,13.97,0.1040,27 29 58 90
